[2026-05-27 09:43:01] center-shift MMMD config: {"B_boot": 500, "alpha": 0.05, "checkpoint_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/shared_model/models/pathmnist_cnn_checkpoint.pt", "dataset": "PathMNIST-28", "inner_repetitions": 500, "labels": [6, 8], "methods": ["raw_pixel_gaussian5", "cnn_final_fc128_gaussian5", "cnn_multilayer_single_gaussian", "cnn_multilayer_gaussian15"], "n_grid": [20, 30, 50, 80, 100], "n_tests_per_cell_actual": 5000, "outer_repetitions": 10, "seed": 20260527, "settings": ["H1_source_vs_external"], "split_path": "/home/dechao/kernel_two-sample/dechao_reproduction/pathmnist_center_shift_mmmd/configs/center_shift_split_seed2026_holdout20.npz"}
[2026-05-27 09:43:04] extracting frozen CNN embeddings for source_holdout_pool
[2026-05-27 09:55:01] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:55:01] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:55:02] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:55:02] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:55:03] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:55:03] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:55:04] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:55:04] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:55:05] progress label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:55:08] finished label=8 setting=H1_source_vs_external n=20 outer_iter=10/10 inner_repetitions=500 in 8.23s
[2026-05-27 09:55:08] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:55:09] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:55:09] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:55:10] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:55:11] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:55:11] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:55:12] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:55:12] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:55:13] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:55:14] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:55:14] progress label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:55:18] finished label=8 setting=H1_source_vs_external n=30 outer_iter=1/10 inner_repetitions=500 in 9.57s
[2026-05-27 09:55:18] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:55:18] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:55:19] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:55:20] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:55:20] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:55:21] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:55:21] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:55:22] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:55:23] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:55:23] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:55:24] progress label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:55:28] finished label=8 setting=H1_source_vs_external n=30 outer_iter=2/10 inner_repetitions=500 in 9.71s
[2026-05-27 09:55:28] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:55:28] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:55:29] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:55:29] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:55:30] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:55:30] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:55:31] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:55:32] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:55:32] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:55:33] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:55:33] progress label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:55:37] finished label=8 setting=H1_source_vs_external n=30 outer_iter=3/10 inner_repetitions=500 in 9.63s
[2026-05-27 09:55:37] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:55:38] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:55:38] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:55:39] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:55:40] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:55:40] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:55:41] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:55:41] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:55:42] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:55:42] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:55:43] progress label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:55:47] finished label=8 setting=H1_source_vs_external n=30 outer_iter=4/10 inner_repetitions=500 in 9.74s
[2026-05-27 09:55:47] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:55:48] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:55:48] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:55:49] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:55:49] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:55:50] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:55:50] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:55:51] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:55:52] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:55:52] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:55:53] progress label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:55:57] finished label=8 setting=H1_source_vs_external n=30 outer_iter=5/10 inner_repetitions=500 in 9.79s
[2026-05-27 09:55:57] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:55:57] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:55:58] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:55:58] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:55:59] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:56:00] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:56:00] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:56:01] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:56:01] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:56:02] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:56:03] progress label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:56:07] finished label=8 setting=H1_source_vs_external n=30 outer_iter=6/10 inner_repetitions=500 in 9.81s
[2026-05-27 09:56:07] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:56:07] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:56:08] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:56:08] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:56:09] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:56:09] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:56:10] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:56:11] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:56:11] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:56:12] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:56:12] progress label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:56:16] finished label=8 setting=H1_source_vs_external n=30 outer_iter=7/10 inner_repetitions=500 in 9.81s
[2026-05-27 09:56:16] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:56:17] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:56:18] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:56:18] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:56:19] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:56:19] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:56:20] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:56:20] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:56:21] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:56:22] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:56:22] progress label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:56:26] finished label=8 setting=H1_source_vs_external n=30 outer_iter=8/10 inner_repetitions=500 in 9.84s
[2026-05-27 09:56:26] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:56:27] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:56:27] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:56:28] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:56:29] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:56:29] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:56:30] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:56:30] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:56:31] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:56:31] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:56:32] progress label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:56:36] finished label=8 setting=H1_source_vs_external n=30 outer_iter=9/10 inner_repetitions=500 in 9.88s
[2026-05-27 09:56:36] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:56:37] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=50/500
[2026-05-27 09:56:37] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=100/500
[2026-05-27 09:56:38] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=150/500
[2026-05-27 09:56:38] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=200/500
[2026-05-27 09:56:39] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=250/500
[2026-05-27 09:56:40] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=300/500
[2026-05-27 09:56:40] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=350/500
[2026-05-27 09:56:41] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=400/500
[2026-05-27 09:56:41] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=450/500
[2026-05-27 09:56:42] progress label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_iter=500/500
[2026-05-27 09:56:46] finished label=8 setting=H1_source_vs_external n=30 outer_iter=10/10 inner_repetitions=500 in 9.97s
[2026-05-27 09:56:46] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=1/500
[2026-05-27 09:56:47] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=50/500
[2026-05-27 09:56:48] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=100/500
[2026-05-27 09:56:49] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=150/500
[2026-05-27 09:56:50] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=200/500
[2026-05-27 09:56:50] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=250/500
[2026-05-27 09:56:51] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=300/500
[2026-05-27 09:56:52] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=350/500
[2026-05-27 09:56:53] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=400/500
[2026-05-27 09:56:54] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=450/500
[2026-05-27 09:56:55] progress label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_iter=500/500
[2026-05-27 09:56:59] finished label=8 setting=H1_source_vs_external n=50 outer_iter=1/10 inner_repetitions=500 in 13.25s
[2026-05-27 09:56:59] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=1/500
[2026-05-27 09:57:00] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=50/500
[2026-05-27 09:57:01] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=100/500
[2026-05-27 09:57:02] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=150/500
[2026-05-27 09:57:03] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=200/500
[2026-05-27 09:57:04] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=250/500
[2026-05-27 09:57:05] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=300/500
[2026-05-27 09:57:06] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=350/500
[2026-05-27 09:57:07] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=400/500
[2026-05-27 09:57:08] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=450/500
[2026-05-27 09:57:08] progress label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_iter=500/500
[2026-05-27 09:57:13] finished label=8 setting=H1_source_vs_external n=50 outer_iter=2/10 inner_repetitions=500 in 13.47s
[2026-05-27 09:57:13] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=1/500
[2026-05-27 09:57:14] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=50/500
[2026-05-27 09:57:15] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=100/500
[2026-05-27 09:57:15] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=150/500
[2026-05-27 09:57:16] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=200/500
[2026-05-27 09:57:17] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=250/500
[2026-05-27 09:57:18] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=300/500
[2026-05-27 09:57:19] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=350/500
[2026-05-27 09:57:20] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=400/500
[2026-05-27 09:57:21] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=450/500
[2026-05-27 09:57:22] progress label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_iter=500/500
[2026-05-27 09:57:26] finished label=8 setting=H1_source_vs_external n=50 outer_iter=3/10 inner_repetitions=500 in 13.50s
[2026-05-27 09:57:26] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=1/500
[2026-05-27 09:57:27] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=50/500
[2026-05-27 09:57:28] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=100/500
[2026-05-27 09:57:29] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=150/500
[2026-05-27 09:57:30] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=200/500
[2026-05-27 09:57:31] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=250/500
[2026-05-27 09:57:32] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=300/500
[2026-05-27 09:57:33] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=350/500
[2026-05-27 09:57:33] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=400/500
[2026-05-27 09:57:34] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=450/500
[2026-05-27 09:57:35] progress label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_iter=500/500
[2026-05-27 09:57:40] finished label=8 setting=H1_source_vs_external n=50 outer_iter=4/10 inner_repetitions=500 in 13.46s
[2026-05-27 09:57:40] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=1/500
[2026-05-27 09:57:41] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=50/500
[2026-05-27 09:57:42] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=100/500
[2026-05-27 09:57:42] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=150/500
[2026-05-27 09:57:43] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=200/500
[2026-05-27 09:57:44] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=250/500
[2026-05-27 09:57:45] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=300/500
[2026-05-27 09:57:46] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=350/500
[2026-05-27 09:57:47] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=400/500
[2026-05-27 09:57:48] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=450/500
[2026-05-27 09:57:49] progress label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_iter=500/500
[2026-05-27 09:57:53] finished label=8 setting=H1_source_vs_external n=50 outer_iter=5/10 inner_repetitions=500 in 13.53s
[2026-05-27 09:57:53] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=1/500
[2026-05-27 09:57:54] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=50/500
[2026-05-27 09:57:55] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=100/500
[2026-05-27 09:57:56] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=150/500
[2026-05-27 09:57:57] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=200/500
[2026-05-27 09:57:58] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=250/500
[2026-05-27 09:57:59] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=300/500
[2026-05-27 09:58:00] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=350/500
[2026-05-27 09:58:00] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=400/500
[2026-05-27 09:58:01] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=450/500
[2026-05-27 09:58:02] progress label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_iter=500/500
[2026-05-27 09:58:07] finished label=8 setting=H1_source_vs_external n=50 outer_iter=6/10 inner_repetitions=500 in 13.53s
[2026-05-27 09:58:07] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=1/500
[2026-05-27 09:58:08] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=50/500
[2026-05-27 09:58:09] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=100/500
[2026-05-27 09:58:09] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=150/500
[2026-05-27 09:58:10] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=200/500
[2026-05-27 09:58:11] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=250/500
[2026-05-27 09:58:12] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=300/500
[2026-05-27 09:58:13] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=350/500
[2026-05-27 09:58:14] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=400/500
[2026-05-27 09:58:15] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=450/500
[2026-05-27 09:58:16] progress label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_iter=500/500
[2026-05-27 09:58:20] finished label=8 setting=H1_source_vs_external n=50 outer_iter=7/10 inner_repetitions=500 in 13.54s
[2026-05-27 09:58:20] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=1/500
[2026-05-27 09:58:21] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=50/500
[2026-05-27 09:58:22] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=100/500
[2026-05-27 09:58:23] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=150/500
[2026-05-27 09:58:24] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=200/500
[2026-05-27 09:58:25] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=250/500
[2026-05-27 09:58:26] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=300/500
[2026-05-27 09:58:26] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=350/500
[2026-05-27 09:58:27] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=400/500
[2026-05-27 09:58:28] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=450/500
[2026-05-27 09:58:29] progress label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_iter=500/500
[2026-05-27 09:58:34] finished label=8 setting=H1_source_vs_external n=50 outer_iter=8/10 inner_repetitions=500 in 13.38s
[2026-05-27 09:58:34] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=1/500
[2026-05-27 09:58:35] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=50/500
[2026-05-27 09:58:35] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=100/500
[2026-05-27 09:58:36] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=150/500
[2026-05-27 09:58:37] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=200/500
[2026-05-27 09:58:38] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=250/500
[2026-05-27 09:58:39] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=300/500
[2026-05-27 09:58:40] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=350/500
[2026-05-27 09:58:41] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=400/500
[2026-05-27 09:58:42] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=450/500
[2026-05-27 09:58:42] progress label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_iter=500/500
[2026-05-27 09:58:47] finished label=8 setting=H1_source_vs_external n=50 outer_iter=9/10 inner_repetitions=500 in 13.45s
[2026-05-27 09:58:47] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=1/500
[2026-05-27 09:58:48] progress label=8 setting=H1_source_vs_external n=50 outer_iter=10/10 inner_iter=50/500
